id,season,week,homeTeam,awayTeam,homePoints,awayPoints,venueId,home_win,home_elo,away_elo,elo_diff,score_diff,is_neutral
400547823,2014,5,Virginia,Kent State,45.0,13.0,3923.0,1,1491.0,1159.0,332.0,32.0,0
400547947,2014,5,Michigan,Minnesota,14.0,30.0,3558.0,0,1579.0,1700.0,-121.0,-16.0,0
400548038,2014,5,Navy,Western Kentucky,27.0,36.0,3852.0,0,1568.0,1531.0,37.0,-9.0,0
400547833,2014,5,Louisville,Wake Forest,20.0,10.0,3873.0,1,1773.0,1237.0,536.0,10.0,0
400547675,2014,5,UConn,Temple,10.0,36.0,3892.0,0,1139.0,1484.0,-345.0,-26.0,0
400548271,2014,5,California,Colorado,59.0,56.0,3831.0,1,1376.0,1286.0,90.0,3.0,0
400548035,2014,5,Auburn,Louisiana Tech,45.0,17.0,3785.0,1,1848.0,1802.0,46.0,28.0,0
400547862,2014,5,Kansas,Texas,0.0,23.0,3833.0,0,1215.0,1596.0,-381.0,-23.0,0
400548273,2014,5,Washington,Stanford,13.0,20.0,3765.0,0,1687.0,1871.0,-184.0,-7.0,0
400548034,2014,5,Florida Atlantic,UTSA,41.0,37.0,3715.0,1,1216.0,1191.0,25.0,4.0,0
400548416,2014,5,Idaho,South Alabama,10.0,34.0,3791.0,0,1001.0,1307.0,-306.0,-24.0,0
400547674,2014,5,Ohio State,Cincinnati,50.0,28.0,3861.0,1,2299.0,1625.0,674.0,22.0,0
400547743,2014,5,Clemson,North Carolina,50.0,35.0,3836.0,1,1902.0,1466.0,436.0,15.0,0
400548117,2014,5,Toledo,Central Michigan,42.0,28.0,3739.0,1,1524.0,1375.0,149.0,14.0,0
400548037,2014,5,Southern Miss,Rice,23.0,41.0,3815.0,0,1015.0,1460.0,-445.0,-18.0,0
400548199,2014,5,Air Force,Boise State,28.0,14.0,3713.0,1,1432.0,1824.0,-392.0,14.0,0
400548417,2014,5,UL Monroe,Troy,22.0,20.0,3817.0,1,1218.0,1065.0,153.0,2.0,0
400548380,2014,5,South Carolina,Missouri,20.0,21.0,3994.0,0,1719.0,1801.0,-82.0,-1.0,0
400547676,2014,5,Ole Miss,Memphis,24.0,3.0,3974.0,1,1780.0,1655.0,125.0,21.0,0
400548379,2014,5,LSU,New Mexico State,63.0,7.0,3958.0,1,1816.0,900.0,916.0,56.0,0
400547754,2014,5,Miami,Duke,22.0,10.0,3948.0,1,1634.0,1608.0,26.0,12.0,0
400547680,2014,5,Tulsa,Texas State,34.0,37.0,3674.0,0,1177.0,1319.0,-142.0,-3.0,0
400547818,2014,5,Syracuse,Notre Dame,15.0,31.0,3839.0,0,1390.0,1643.0,-253.0,-16.0,0
400548272,2014,5,Utah,Washington State,27.0,28.0,587.0,0,1655.0,1382.0,273.0,-1.0,0
400548202,2014,5,San Diego State,UNLV,34.0,17.0,3932.0,1,1509.0,1099.0,410.0,17.0,0
400547860,2014,5,Iowa State,Baylor,28.0,49.0,3772.0,0,1256.0,2061.0,-805.0,-21.0,0
400547908,2014,5,Nebraska,Illinois,45.0,14.0,3834.0,1,1759.0,1359.0,400.0,31.0,0
400548270,2014,5,USC,Oregon State,35.0,10.0,477.0,1,1870.0,1438.0,432.0,25.0,0
400548201,2014,5,San José State,Nevada,10.0,21.0,3935.0,0,1173.0,1414.0,-241.0,-11.0,0
